Date,Time,Location,City,Province,No of Strike,Al-Qaeda,Taliban,Civilians Min,Civilians Max,Foreigners Min,Foreigners Max,Total Died Min,Total Died Mix,Injured Min,Injured Max,Women/Children,Special Mention (Site),Comments,References,Longitude,Latitude,Temperature(C),Temperature(F),Total Died Max,year,customDate
wednesday- june 08- 2011,,shwal tehsil- zoi narry area,north waziristan,fata,1,0,0,23,24,0,0,23,0.0,0,0,0,missile hit a compound,militants of hafiz gul bahadur group- associated with haqqani network- was the main target. local residents described the compound as a major militants training center., dawn news 08-jun-2011/pbc-dwn-08-jun-2011   express tribune 08-jun-2011/pbc-ext-08-jun-2011,70.1455,32.9746,26.5,79.7,24,2011,2011-06-08
wednesday- june 15- 2011,,wana,south waziristan,fata,1,0,0,0,7,0,0,0,0.0,0,0,0,missile hit a compound,compound belonged to a group headed by mulvi nazir that crosses the afghan border to attack us troops in afghanistan.,express tribune 15-jun-2011/pbc-ext-15-jun-2011,69.9,33.0333,26.5,79.7,7,2011,2011-06-15
wednesday- june 15- 2011,,wana,south waziristan,fata,1,0,0,3,4,0,0,3,0.0,0,0,0,missile hit a car on road side near wana,attack took place close to where pak officials said a similar strike likely killed al-qaeeda commander ilyas kashmiri earlier this month. ,express tribune 15-jun-2011/pbc-ext-15-jun-2011  afp 15-jun-2011/pbc-afp-15-jun-2011,69.9,33.0333,26.5,79.7,4,2011,2011-06-15
wednesday- june 15- 2011,,tappi village- 10 km east of miranshah,north waziristan,fata,1,0,0,4,8,0,0,4,0.0,0,0,0,missile hit vehicle,,afp 15-jun-2011/pbc-afp-15-jun-2011   dawn news 15-jun-2011/pbc-dwn-15-jun-2011  daily jang 15-jun-2011/pbc-djn-15-jun-2011,70.1455,32.9746,26.675,80.015,8,2011,2011-06-15
monday- june 20- 2011,,khrdand area,lower kurram agency,fata,1,0,0,0,3,0,9,11,0.0,0,8,0,missile hit a compound and vehicle,this was the first drone attack carried out outside the north and south waziristan this year. foreigners died were afghan. and a militant commander from khost province of afghanistan was among dead.,dawn news 20-jun-2011/pbc-dwn-20-jun-2011  daily jang 20-jun-2011/pbc-djn-20-jun-2011  express tribune 20-jun-2011/pbc-ext-20-jun-2011,69.9667,33.8167,27.95,82.31,12,2011,2011-06-20
monday- june 27- 2011,,ghalmandi panga- bray nishtar area near the border with afghanistan and north waziristan,north waziristan,fata,1,0,0,3,8,0,0,3,0.0,0,2,0,missile targeted a compound of terrorists ,compound was being used by local militants afiliated with hakimullah mehsud's ttp  group,http://www.reuters.com/article/2011/06/27/us-pakistan-violence-idustre75q52l20110627  http://www.bbc.co.uk/news/world-south-asia-13938461  http://edition.cnn.com/2011/world/asiapcf/06/27/pakistan.drone.strike/,70.1455,32.9746,26.975,80.555,8,2011,2011-06-27
monday- june 27- 2011,,mantoi area- 40 km north-west of miranshah- south waziristan,south waziristan,fata,1,0,0,12,14,0,0,12,0.0,0,0,0,drone fired a missile on vehicle,,http://tribune.com.pk/story/197378/us-drone-attack-kills-six-in-s-waziristan/  http://www.dawn.com/2011/06/28/us-drones-strikes-kill-21-in-south-waziristan.html  http://www.google.com/hostednews/afp/article/aleqm5iaaocyo1h7zv0jjzhiawnbob7vnw?docid=cng.3963d77bb5abed477d86934d03b2763e.661,69.9,33.0333,26.935,80.483,14,2011,2011-06-27
tuesday- july 05- 2011,,guest house in mirali- about 25 km east of miranshah,north waziristan,fata,1,0,0,3,4,0,0,3,0.0,0,5,0,drone was fired on  guest house,,http://www.dailytimes.com.pk/default.asp?page=2011\07\06\story_6-7-2011_pg7_8  http://tribune.com.pk/story/203372/six-suspected-militants-killed-in-n-waziristan-drone-strike/  http://edition.cnn.com/2011/world/asiapcf/07/05/paristan.drone.strike/,70.1455,32.9746,24.455,76.019,4,2011,2011-07-05
monday- july 11- 2011,2:00,gorwaik area of dattakhel town,north waziristan,fata,1,0,0,10,12,0,0,10,0.0,0,6,0,drone was fired on a compound and vehicle,,http://www.google.com/hostednews/afp/article/aleqm5j0bcllmruahliyd834nn6vzafdhg?docid=cng.30b3c946c2c894e47045f723d8b684af.391  express tribune 11-jul-2011/pbc-ext-11-jul-2011   daily times 11-jul-2011/pbc-dty-11-jul-2011,70.1455,32.9746,25.0,77.0,12,2011,2011-07-11
tuesday- july 12- 2011,,malik shahi village in birmal tehsil,south waziristan,fata,1,0,0,5,13,0,0,5,0.0,0,0,0,drone fired missiles at suspected hideouts,,http://edition.cnn.com/2011/world/asiapcf/07/12/pakistan.drone.strike/              http://www.thenews.com.pk/todaysprintdetail.aspx?id=7377&cat=13&dt=7/13/2011                 http://www.dailytimes.com.pk/default.asp?page=2011\07\13\story_13-7-2011_pg1_4,69.9,33.0333,25.39,77.702,13,2011,2011-07-12
tuesday- july 12- 2011,,drenishter area- shawal valley,north waziristan,fata,1,0,0,8,16,0,0,8,0.0,0,0,0,drone hit a house,,http://edition.cnn.com/2011/world/asiapcf/07/12/pakistan.drone.strike/          http://www.thenews.com.pk/todaysprintdetail.aspx?id=7377&cat=13&dt=7/13/2011             http://www.dailytimes.com.pk/default.asp?page=2011\07\13\story_13-7-2011_pg1_4,70.1455,32.9746,25.4,77.72,16,2011,2011-07-12
tuesday- july 12- 2011,,neway adda village of dattakhel,north waziristan,fata,1,0,0,1,3,0,0,1,0.0,0,0,0,drone hit a car,,http://www.thenews.com.pk/todaysprintdetail.aspx?id=7377&cat=13&dt=7/13/2011            http://www.dailytimes.com.pk/default.asp?page=2011\07\13\story_13-7-2011_pg1_4,70.1455,32.9746,25.4,77.72,3,2011,2011-07-12
monday- august 01- 2011,,azamwarsak,south waziristan,fata,1,0,0,4,6,0,0,4,0.0,0,0,0,drone hit a vehicle,,http://www.dawn.com/2011/08/01/three-feared-dead-in-south-waziristan-drone-strike.html  http://www.dailytimes.com.pk/default.asp?page=2011\08\02\story_2-8-2011_pg7_5  http://articles.cnn.com/2011-08-01/world/pakistan.drone.strike_1_drone-strike-south-waziristan-intelligence-,69.9,33.0333,24.605,76.289,6,2011,2011-08-01
tuesday- august 02- 2011,,qutub khel village- 5km  east of miranshah,north waziristan,fata,1,0,0,0,4,0,0,0,0.0,0,0,0,drone targeted a vehicle,,http://www.dailytimes.com.pk/default.asp?page=2011\08\03\story_3-8-2011_pg1_3  http://www.dawn.com/2011/08/02/us-missile-strike-kills-four-in-north-waziristan.html  http://tribune.com.pk/story/222869/us-drone-strike-kills-four-in-n-waziristan/,70.1455,32.9746,25.725,78.305,4,2011,2011-08-02
wednesday- august 10- 2011,,north western tribal belt along the afghan border,north waziristan,fata,2,0,0,0,0,0,21,18,0.0,0,0,0,two missiles destroyed a compound and a vehicle,,http://www.guardian.co.uk/world/2011/aug/10/us-drone-hits-pakistan-taliban  http://www.dawn.com/2011/08/10/us-drone-strike-kills-seven-in-north-waziristan-2.html  http://www.dailytimes.com.pk/default.asp?page=2011\08\11\story_11-8-2011_pg1_4,70.1455,32.9746,25.14,77.252,21,2011,2011-08-10
tuesday- august 16- 2011,,miranshah market,north waziristan,fata,2,0,0,0,0,0,0,0,0.0,0,0,1,drone fired two missiles hitting a compound and a vehicle,us says the region provoides sanctuary to al-qaeda and taliban insurgents who are involved in attacks on nato forces in afghanistan,http://www.bbc.co.uk/news/world-south-asia-14539167  http://www.thenews.com.pk/newsdetail.aspx?id=20816&title=us-drone-strike-kills-four-in-nwa  http://www.dailytimes.com.pk/default.asp?page=2011\08\17\story_17-8-2011_pg1_5,70.1455,32.9746,22.96,73.328,4,2011,2011-08-16
friday- august 19- 2011,,sheen warsik in south waziristan,south waziristan,fata,1,0,0,0,0,0,0,2,0.0,0,0,0,,,http://www.cnn.com/2011/world/asiapcf/08/19/pakistan.drone.strike/  http://www.dawn.com/2011/08/19/drone-strike-kills-four-in-south-waziristan.html  http://tribune.com.pk/story/235078/us-drone-attack-kills-4-in-s-waziristan/  http://thenews.com.pk/newsdetail.aspx?id=21048&title=drone-attack-in-s-waziristan-kills-four,69.9,33.0333,22.725,72.905,4,2011,2011-08-19
monday- august 22- 2011,,norak area of north waziristan ,north waziristan,fata,1,0,0,0,0,0,0,4,0.0,0,0,0,,,http://www.cnn.com/2011/world/asiapcf/08/22/pakistan.drone.strike/index.html  http://www.dailytimes.com.pk/default.asp?page=2011\08\23\story_23-8-2011_pg7_3  http://www.dawn.com/2011/08/22/us-drone-attack-kills-three-militants-in-north-waziristan.html  http://tribune.com.pk/story/237069/drone-strike-kills-5-in-n-waziristan-2/,70.1455,32.9746,26.36,79.448,5,2011,2011-08-22
monday- august 22- 2011,,khaisura village in mir ali ,north waziristan,fata,1,0,0,0,0,0,0,0,0.0,0,0,0,,,http://www.thenews.com.pk/todaysprintdetail.aspx?id=8444&cat=13,70.1455,32.9746,26.36,79.448,6,2011,2011-08-22
sunday- september 11- 2011,,hisokhel village,north waziristan,fata,1,0,0,0,4,0,0,0,0.0,0,0,0,,,http://www.dailytimes.com.pk/default.asp?page=2011\09\12\story_12-9-2011_pg1_5  http://www.dawn.com/2011/09/12/drone-kills-4-in-n-waziristan.html,70.1455,32.9746,24.065,75.317,4,2011,2011-09-11
friday- september 23- 2011,,khushali area- mir ali,north waziristan,fata,1,0,0,3,5,0,0,3,0.0,0,4,0,,,http://www.dawn.com/2011/09/23/us-drone-strike-kills-three-in-north-waziristan-2.html   http://tribune.com.pk/story/258959/drone-strike-kills-5-in-n-waziristan-3/  http://www.thenews.com.pk/todaysprintdetail.aspx?id=9078&cat=13,70.1455,32.9746,18.985,66.173,5,2011,2011-09-23
tuesday- september 27- 2011,22:45,azam warsak,south waziristan,fata,1,0,4,0,2,0,0,2,0.0,0,4,0,,,http://edition.cnn.com/2011/09/27/world/asia/pakistan-drone-attack/  http://www.dawn.com/2011/09/28/drone-kills-three-in-waziristan.html  http://tribune.com.pk/story/261760/drone-strike-kills-2-in-s-waziristan/,69.9,33.0333,21.325,70.385,4,2011,2011-09-27
friday- september 30- 2011,,baghar,south waziristan,fata,1,0,0,0,0,0,0,3,0.0,0,0,0,,, http://nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/30-sep-2011/at-least-four-people-killed-in-us-drone-attack-in-south-waziristan  http://tribune.com.pk/story/263901/drone-strike-kills-3-in-s-waziristan/  http://www.dawn.com/2011/09/30/us-drone-kills-three-militants-in-south-waziristan.html,69.9,33.0333,19.91,67.838,4,2011,2011-09-30
thursday- october 13- 2011,,danda darpakhel,north waziristan,fata,1,0,6,0,0,0,0,4,0.0,0,6,0,,,http://www.dawn.com/2011/10/13/us-drone-strike-kills-four-in-pakistan.html    http://edition.cnn.com/2011/10/13/world/asia/pakistan-drone/    http://www.bbc.co.uk/news/world-south-asia-15285117,70.1455,32.9746,14.685,58.433,6,2011,2011-10-13
thursday- october 27- 2011,,azam warsak,south waziristan,fata,1,0,6,0,0,0,0,4,0.0,3,4,0,,,http://www.dawn.com/2011/10/27/six-killed-in-south-waziristan-drone-attack.html    http://www.thenews.com.pk/newsdetail.aspx?id=25453&title=5-taliban-commanders-killed-in-swa   http://nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/27-oct-2011/at-least-six-killed-four-injured-in-us-drone-attack-in-south-waziristan,69.9,33.0333,13.905,57.029,6,2011,2011-10-27
sunday- october 30- 2011,,datta khel,north waziristan,fata,1,0,0,4,6,0,0,4,0.0,0,2,0,,,http://www.dawn.com/2011/10/31/six-killed-in-us-drone-attack.html    http://www.thenews.com.pk/todaysprintdetail.aspx?id=9973&cat=13     http://nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/30-oct-2011/at-least-6-people-killed-in-us-drone-attack-in-north-waziristan,70.1455,32.9746,13.77,56.786,6,2011,2011-10-30
thursday- november 03- 2011,,darpakhel sarai,north waziristan,fata,1,0,3,0,0,0,0,2,0.0,0,3,0,,,http://tribune.com.pk/story/287012/us-drones-kill-three-in-n-waziristan/     http://www.dawn.com/2011/11/03/us-drones-kill-three-haqqani-militants-in-north-waziristan.html     http://www.dailytimes.com.pk/default.asp?page=2011%5c11%5c04%5cstory_4-11-2011_pg1_3,70.1455,32.9746,12.505,54.509,3,2011,2011-11-03
tuesday- november 15- 2011,,miranshah,north waziristan,fata,1,0,6,0,0,0,0,0,0.0,2,3,0,,,http://www.dawn.com/2011/11/15/drone-kills-six-suspected-militants-in-north-waziristan.html    http://www.thenews.com.pk/newsdetail.aspx?id=26556&title=drone-kills-five-in-north-waziristan      http://nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/16-nov-2011/us-drone-kills-seven-in-nwa,70.1455,32.9746,12.125,53.825,6,2011,2011-11-15
wednesday- november 16- 2011,,babar ghar- sararogha,south waziristan,fata,1,0,22,0,0,0,0,17,0.0,0,6,0,,,http://www.dawn.com/2011/11/16/drone-strike-kills-eight-in-south-waziristan.html    http://www.thenewstribe.com/2011/11/16/us-drone-kills-six-in-south-waziristan/#.tso_zz33vun    http://nation.com.pk/pakistan-news-newspaper-daily-english-online/politics/16-nov-2011/at-least-eight-people-killed-in-us-drone-attack-in-south-waziristan,69.9,33.0333,11.345,52.421,22,2011,2011-11-16
thursday- november 17- 2011,,shawal,north waziristan,fata,1,0,7,0,0,0,0,0,0.0,0,0,0,,,http://www.dawn.com/2011/11/17/suspected-us-missiles-kill-seven-in-north-waziristan.html    http://nation.com.pk/pakistan-news-newspaper-daily-english-online/regional/islamabad/17-nov-2011/suspected-us-missiles-kill-7-in-nwaziristan    http://edition.cnn.com/2011/11/17/world/asia/pakistan-drones/,70.1455,32.9746,11.97,53.546,7,2011,2011-11-17
tuesday- january 10- 2012,,miranshah,north waziristan,fata,1,0,0,0,0,0,0,0,0.0,0,0,0,,,http://www.telegraph.co.uk/news/worldnews/asia/pakistan/9006298/us-drone-attack-kills-four-militants-in-pakistan.html  http://edition.cnn.com/2012/01/10/world/asia/pakistan-drone-strike/index.html?hpt=hp_t3,70.1455,32.9746,0.305,32.549,4,2012,2012-01-10
sunday- october 30- 2011,,doga area of dattakhel- 15 km east of miranshah,north waziristan,fata,1,0,0,4,6,0,0,4,0.0,0,2,0,,,http://www.aljazeera.com/news/asia/2011/10/201110307584794254.html  http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1101366960&issue=np_lhe&date=20111031  http://www.dawn.com/2011/10/31/six-killed-in-us-drone-attack.html,70.1455,32.9746,13.77,56.786,6,2011,2011-10-30
monday- october 31- 2011,,naurak mirali,north waziristan,fata,1,0,0,2,4,0,0,2,0.0,0,5,0,,,http://edition.cnn.com/2011/10/31/world/asia/pakistan-drone-strike/   http://www.dawn.com/2011/10/31/us-missiles-kill-four-in-north-waziristan.html  http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1101367655&issue=np_lhe&date=20111101  http://www.thenews.com.pk/todaysprintdetail.aspx?id=9999&cat=13,70.1455,32.9746,13.95,57.11,4,2011,2011-10-31
thursday- november 03- 2011,,darpakhel sarai,north waziristan,fata,1,0,0,0,3,0,0,0,0.0,0,5,0,,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1101369819&issue=np_lhe&date=20111104  http://www.dailytimes.com.pk/default.asp?page=2011\11\04\story_4-11-2011_pg1_3  http://www.dawn.com/2011/11/03/us-drones-kill-three-haqqani-militants-in-north-waziristan.html,70.1455,32.9746,12.505,54.509,3,2011,2011-11-03
tuesday- november 15- 2011,,miranshah bazar,north waziristan,fata,1,0,0,6,7,0,0,6,0.0,0,4,0,,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1101377979&issue=np_lhe&date=20111116  http://www.dawn.com/2011/11/15/drone-kills-six-suspected-militants-in-north-waziristan.html  http://tribune.com.pk/story/292105/us-drone-strike-kills-three-militants-in-pakistan-officials/,70.1455,32.9746,12.125,53.825,7,2011,2011-11-15
wednesday- november 16- 2011,,baber ghar area,south waziristan,fata,1,0,0,15,18,0,0,15,0.0,0,0,0,,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1101378721&issue=np_lhe&date=20111117  http://www.dawn.com/2011/11/16/drone-strike-kills-eight-in-south-waziristan.html  http://tribune.com.pk/story/292669/drone-strike-in-south-waziristan-kills-at-least-6-people/,69.9,33.0333,11.345,52.421,18,2011,2011-11-16
thursday- november 17- 2011,,ramzak area,north waziristan,fata,1,0,0,6,9,0,0,6,0.0,0,4,0,,,http://edition.cnn.com/2011/11/17/world/asia/pakistan-drones/  http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1101379492&issue=np_lhe&date=20111118   http://www.longwarjournal.org/archives/2011/11/us_predators_kill_7_4.php,70.1455,32.9746,11.97,53.546,9,2011,2011-11-17
tuesday- january 10- 2012,,miranshah,north waziristan,fata,1,0,0,0,4,0,0,0,0.0,0,0,0,missiles were fired at a suspected militant compound,first drone attack after more thn a month long lull,http://www.telegraph.co.uk/news/worldnews/asia/pakistan/9006298/us-drone-attack-kills-four-militants-in-pakistan.html  http://edition.cnn.com/2012/01/10/world/asia/pakistan-drone-strike/index.html?hpt=hp_t3,70.1455,32.9746,0.305,32.549,4,2012,2012-01-10
thursday- january 12- 2012,19:00,dogga village- datta khel tehsil- 45 km west of miranshah,north waziristan,fata,1,0,0,0,0,0,6,4,0.0,0,2,0,missiles were fired on vehicle,the strike came two days after a similar attack killed four militants in north waziristan,http://tribune.com.pk/story/320437/us-drone-strike-kills-four-militants-officials/  http://www.thenews.com.pk/todaysprintdetail.aspx?id=87944&cat=6&dt=1/17/2012  http://www.dawn.com/2012/01/12/us-drone-strike-kills-four-militants-officials.html,70.1455,32.9746,2.885,37.193,6,2012,2012-01-12
monday- january 23- 2012,,muhammad khel village,north waziristan,fata,1,0,0,0,2,0,0,0,0.0,0,0,0,,,http://www.thenews.com.pk/todaysprintdetail.aspx?id=11974&cat=13  http://tribune.com.pk/story/325870/four-killed-in-north-waziristan-drone-strike-2/,70.1455,32.9746,-3.435,25.817,2,2012,2012-01-23
monday- january 23- 2012,,deegan village,north waziristan,fata,1,0,0,2,3,0,0,2,0.0,0,0,0,,,http://www.thenews.com.pk/todaysprintdetail.aspx?id=11974&cat=13  http://tribune.com.pk/story/325870/four-killed-in-north-waziristan-drone-strike-2/,70.1455,32.9746,-3.435,25.817,3,2012,2012-01-23
wednesday- february 08- 2012,7:00,tappi- 10km southeast of miranshah,north waziristan,fata,1,0,0,0,10,0,0,0,0.0,0,0,0,trageted a house used by militants,, http://www.bbc.co.uk/urdu/pakistan/2012/02/120208_drone_attack_spilgah_zs.shtml  http://tribune.com.pk/story/333752/north-waziristan-us-drone-strike-kills-10/  http://www.geo.tv/geodetail.aspx?id=34414  ,70.1455,32.9746,-3.585,25.547,10,2012,2012-02-08
thursday- february 09- 2012,6:30,miranshah,north waziristan,fata,1,4,0,0,4,0,0,0,0.0,0,0,0,badar mansoor-al qaeda's chief was killed in misile attack,followed a drone attack earlier on feb9- 2012,http://tribune.com.pk/story/333840/drone-strike-kills-four-in-n-waziristan-officials/  http://www.bbc.co.uk/news/mobile/world-asia-16960948  http://www.dawn.com/2012/02/09/us-drone-strike-kills-four-in-pakistan-officials.html,70.1455,32.9746,-1.61,29.102,4,2012,2012-02-09
thursday- february 16- 2012,6:30,spagla town near miranshah,north waziristan,fata,1,0,0,0,5,0,0,0,0.0,0,0,0,several were wounded but exact number is not established,,http://www.bbc.co.uk/news/world-asia-17053995  http://tribune.com.pk/story/337310/us-drone-strike-kills-five-militants-in-pakistan-officials/  http://www.dawn.com/2012/02/16/eight-foreigners-killed-in-second-north-waziristan-drone-strike.html,70.1455,32.9746,-1.67,28.994,5,2012,2012-02-16
thursday- february 16- 2012,6:45,spagla town near miranshah,north waziristan,fata,1,0,0,4,7,0,8,12,0.0,0,0,0,several were wounded but exact number is not established,,http://www.bbc.co.uk/news/world-asia-17053995  http://tribune.com.pk/story/337310/us-drone-strike-kills-five-militants-in-pakistan-officials/  http://www.dawn.com/2012/02/16/eight-foreigners-killed-in-second-north-waziristan-drone-strike.html,70.1455,32.9746,-1.67,28.994,15,2012,2012-02-16
tuesday- march 13- 2012,7:15,birmal area of south waziristan,south waziristan,fata,1,0,8,0,0,0,0,7,0.0,0,2,0,two important commanders of mullah nazir group died in attack,, http://www.dawn.com/2012/03/14/us-drones-kill-14.html  http://tribune.com.pk/story/349405/drone-strike-kills-5-in-north-waziristan-2/  http://www.thenewstribe.com/2012/03/13/us-drones-kill-15-in-pakistans-tribal-region/#.t2lxbdk78vu,69.9,33.0333,3.66,38.588,8,2012,2012-03-13
tuesday- march 13- 2012,,surra khawra area of shawal south waziristan,south waziristan,fata,1,0,7,0,0,0,0,0,0.0,0,0,0,took place when pakistani foreign minister was addressing about drones,, http://www.dawn.com/2012/03/14/us-drones-kill-14.html  http://tribune.com.pk/story/349405/drone-strike-kills-5-in-north-waziristan-2/  http://www.thenewstribe.com/2012/03/13/us-drones-kill-15-in-pakistans-tribal-region/#.t2lxbdk78vu,69.9,33.0333,3.66,38.588,0,2012,2012-03-13
